UACC62,SKOV3,HCT116,NCIH460,OV90,HT144,RKO,NCIH520,NCIH23,NCIH2122,SKMES1,VCAP,A2058,MDAMB436,ZR751,T47D,SW620,LOVO,SKMEL30,HT29,CAOV3,SW837,A375,NCIH1650,DLD1,RPMI7951,A2780,KPL1,ES2,A427,OCUBM
0.11262,-0.5695979999999999,-0.198602,0.348466,0.31828,0.22560999999999998,-0.49829399999999996,-0.132102,0.084775,-0.157948,-0.7431,0.7538600000000001,0.15124300000000002,-1.456632,0.33172199999999996,-0.6471640000000001,0.008039,0.157384,-0.369652,0.219842,-0.367709,0.839485,0.141998,0.247856,-0.41858599999999996,0.180635,0.42837700000000006,-0.056712,0.08874299999999999,0.149367,-0.956472
0.264815,-0.45391000000000004,-0.499776,-0.80407,0.7810010000000001,0.18919,0.013125999999999999,1.173072,-1.230465,0.039133,-0.506921,0.12869,-0.354692,-0.81014,0.5991569999999999,1.042443,-0.120919,-0.05218,0.052320000000000005,-1.449616,0.26362199999999997,-0.19261199999999998,-0.22451999999999997,-1.126511,-0.152908,-0.19666199999999998,0.217962,0.332456,-0.33563899999999997,-0.028738999999999997,0.100423
0.079165,-0.241715,0.352175,1.088487,-0.180899,-0.368787,-0.025335,0.619254,0.07019299999999999,-0.030686,-0.701442,0.045119,-0.807139,1.762245,-0.062223,0.060174,-0.113855,-0.9149520000000001,-0.126099,0.096647,-0.47724799999999995,0.647712,-0.035230000000000004,-0.142996,0.121215,0.03574,-0.398574,-1.9216419999999999,0.7450479999999999,0.039789,-0.462458
0.349894,-1.6611509999999998,1.0679020000000001,0.5189779999999999,-0.021329,0.29071199999999997,0.681645,-0.11971,1.6857259999999998,-0.019843,0.027611,-0.47825100000000004,0.23612800000000003,0.792478,-1.206616,-0.972937,0.638062,0.137258,0.10019299999999999,0.184916,0.180395,-0.08627699999999999,0.6398149999999999,-0.178752,0.192517,-0.045466,0.39424000000000003,-0.12303299999999999,0.809692,0.526301,0.46316499999999994
0.208197,-0.174249,-0.041269,-0.074016,0.16814300000000001,-0.609194,-1.214969,-0.117059,-0.377499,-0.527451,-1.537907,-1.341836,0.088166,-0.14424,-0.7292270000000001,0.585198,0.9668040000000001,-0.267644,-0.675847,0.254843,0.144404,-0.192652,-0.023156,-0.14589000000000002,-0.068881,0.667565,-0.011039,0.16572699999999999,-0.285193,0.563696,-0.381739
0.092424,0.152631,0.137459,0.157375,0.36394899999999997,-0.20547100000000001,-0.050992,-0.008171,0.01563,1.066302,0.729256,-0.5379390000000001,0.027058,-0.045448,0.37797,-0.016437,-0.250195,0.47766400000000003,-0.137888,-0.649109,0.703426,0.096183,-0.013587,0.516579,0.307772,-0.261677,-0.08365700000000001,0.511722,-0.20111300000000001,-0.030402,-0.304738
-0.28837199999999996,-0.400506,-0.020465999999999998,1.368482,0.223333,0.5244310000000001,0.28526999999999997,-1.749168,0.9287850000000001,-0.332418,0.008178,0.554668,-0.033631,-1.333159,0.44447,0.319793,-0.655173,-0.023412,-1.360723,0.478887,-1.557191,-0.079665,0.252718,-0.014155000000000001,-0.250844,0.235277,1.581293,-0.255347,0.023441,1.0855700000000001,0.422104
0.364279,0.058128,-0.325491,0.1129,0.281763,1.2696610000000002,0.43546599999999996,0.003232,-0.055875,0.177055,0.36840900000000004,0.109633,0.1178,0.96729,0.05652000000000001,0.31177699999999997,-0.48028000000000004,-0.30146300000000004,-0.304929,-0.211421,-0.5370159999999999,-0.373425,0.395365,0.099923,-0.179086,-0.273391,0.32700100000000004,0.099714,0.09587899999999999,0.10959100000000001,0.128349
-0.6061880000000001,-1.393772,-0.820243,1.498845,0.878966,-0.160548,-0.015906,0.195657,0.546534,-0.8502959999999999,0.331907,-0.31514200000000003,-0.519691,0.226875,-0.225298,-0.284555,-1.3131190000000001,0.2808,-0.681559,-0.25461300000000003,-0.664464,-0.09199700000000001,-0.093528,0.130281,-0.244375,0.4728,-0.072091,-0.260483,-0.039066000000000004,0.087868,-0.37585
0.7114510000000001,-0.47048500000000004,-0.022077,-0.008707,0.517183,0.61121,0.034037,-0.462354,0.44386000000000003,0.198389,0.198425,-1.0169709999999998,1.034986,0.48723299999999997,-0.442535,-0.486991,-0.095506,-0.46916499999999994,0.544463,0.334658,0.404495,-0.500188,0.23790999999999998,-0.05156,0.012023,-0.06717000000000001,-0.125972,0.6361899999999999,0.026724,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09068899999999999,0.386554
0.822326,-0.625482,0.265732,-0.36784,2.184555,0.157521,0.149382,-0.48312700000000003,0.4649,-0.396818,1.302725,-0.093878,-0.487257,0.530239,-0.531844,0.107072,-0.404256,0.625466,-0.093516,0.256737,-0.299179,-0.100966,0.8196620000000001,-1.674029,-0.5412859999999999,0.9428549999999999,0.6836760000000001,0.276167,0.760642,0.805992,-0.6701630000000001
0.23287199999999997,0.278452,0.22786199999999998,0.498055,0.13256800000000002,0.46774099999999996,-0.195758,-0.174757,0.147536,-0.876192,0.33282,0.05,0.336631,0.620226,-0.28788,0.038793,0.455589,-0.196472,0.149523,-0.278549,-0.322248,0.129355,0.607464,-0.013165999999999999,0.274917,0.7761359999999999,-0.215954,-0.253297,0.5516300000000001,-0.054717999999999996,0.085256
-0.161444,-0.44697299999999995,0.317216,0.61811,-0.289725,-0.215736,0.413846,0.169132,0.330594,-0.654247,-1.7113779999999998,0.541346,0.027478,-0.280451,-0.776835,-0.065887,0.37748400000000004,0.49449499999999996,0.24694899999999997,0.680396,-2.104127,0.07385,-0.14243,-0.10609400000000001,-0.025897000000000003,-0.224816,1.135759,-0.032295,0.339451,0.045973,-0.132388
-0.8411709999999999,-1.488985,-0.793276,-0.696754,1.284284,0.099891,0.130628,-0.139344,-0.060554,0.249394,-0.362038,2.3796880000000002,0.152895,-0.08540299999999999,0.525259,-0.153255,0.089503,-0.13064,-0.782146,0.20937199999999997,-0.041637,0.261813,-0.006444,-0.171024,-0.19725,-0.481713,-1.123305,0.078172,-0.542878,-0.551363,0.936875
0.041214999999999995,0.192047,1.030545,0.010551000000000001,-0.435501,0.20133800000000002,-0.597562,0.513959,-0.474706,-0.026926,-0.369309,0.362315,1.721595,0.03845,-1.7477669999999998,-0.405173,0.060694000000000005,0.497175,2.363267,0.12662400000000001,0.480017,0.45931700000000003,0.8041699999999999,-0.179513,0.457488,0.163424,0.717859,-0.884516,0.614908,0.293558,-0.47452799999999995
0.059530999999999994,-0.042718,-0.643317,0.041899,0.6819569999999999,-0.8370860000000001,-0.435354,0.529086,-0.143371,0.137251,0.467383,0.283204,-0.688072,-0.515042,-0.016553000000000002,-0.11046800000000001,0.602454,1.159297,0.022834,0.644107,0.198934,0.8658170000000001,-0.0027949999999999997,-0.27878600000000003,0.910135,-0.41946700000000003,-0.066885,-0.143242,0.19957,0.49933299999999997,-1.6402299999999999
-0.12490799999999999,1.120952,-0.616096,-0.05764,-0.236879,0.9178620000000001,0.121505,-1.591093,0.454316,-0.143413,-0.066646,-0.16258399999999998,-0.891134,-0.046528,-0.017164,0.14094500000000001,-1.033051,-1.116283,-0.6688689999999999,-1.289825,-0.929966,0.011379,-0.280837,-0.254433,-0.22838200000000003,0.838025,-0.025325999999999998,0.090184,0.7293930000000001,0.9379059999999999,0.9670049999999999
-0.000958,-0.387523,0.774356,-0.24987600000000001,-0.969405,0.296126,0.390991,-0.05566,0.247667,-1.5558889999999999,-1.5862379999999998,-0.22940700000000003,1.994329,-0.659875,-1.179222,0.15592899999999998,0.508985,0.291996,1.594487,-0.021254,0.6578350000000001,0.012243,0.42683000000000004,-0.01768,0.366076,0.090818,-0.157153,0.36673,-0.1431,0.447459,0.275264
0.651614,0.149628,-0.055623,-0.39303499999999997,-0.065166,0.969859,-0.185712,-0.599336,-0.432022,0.13933299999999998,0.147857,-1.2841879999999999,0.761889,0.922057,-0.536292,-0.502795,0.06209,0.177965,0.8833489999999999,-0.112622,-0.47358599999999995,0.146992,0.280986,-0.065329,-0.45855200000000007,0.8507450000000001,-0.046451,-0.29240900000000003,-0.157639,-0.371433,-0.86577
0.082112,0.141624,-0.41700299999999996,0.17674,-0.518436,0.49591999999999997,-0.788851,0.511548,0.150576,-0.6660229999999999,-0.072667,-0.294102,0.406488,0.149418,-0.35634899999999997,0.008251,-0.257212,-0.198252,0.342882,-0.819146,-0.043383,-0.675504,-0.061627999999999995,0.41356000000000004,-0.20496199999999998,0.66906,-0.626237,-0.580242,0.142407,0.035271,-0.373699
-0.016992,-0.173952,0.500812,0.148227,-0.188683,0.778331,1.2263819999999999,-0.046908,0.26727199999999995,-0.291613,-0.347224,0.139666,0.426746,-0.10876199999999998,0.283088,-0.15996,0.49846899999999994,0.9338629999999999,0.211727,0.27908499999999997,-0.6547930000000001,-0.718104,1.1996069999999999,-0.425957,0.07672799999999999,-0.067575,0.766494,0.069418,0.192502,0.876077,0.362281
-0.22244,0.6426850000000001,-0.207209,-0.562513,-0.634617,0.684558,-1.292761,0.8496370000000001,-1.320408,0.074076,0.18595899999999999,-0.11150999999999998,0.062583,-0.29836599999999996,-1.805235,-0.627854,-0.150039,0.16581600000000002,0.607846,-0.148556,-0.576704,-0.08330499999999999,-0.037078,0.353323,0.300987,0.253313,-0.050217000000000005,-0.391886,-0.44902,-0.530007,-0.328572
0.24451799999999999,-1.015093,-0.019063999999999998,-0.273478,0.028839,0.826691,0.259167,-0.019038,0.812656,-0.15399300000000002,1.062646,0.07180800000000001,0.395451,0.696171,0.015901,-0.48109700000000005,0.537652,-0.02401,0.17005399999999998,0.43950100000000003,0.8948889999999999,-0.8119109999999999,1.006224,-0.011603,-0.148817,0.158365,0.206706,-0.20661300000000002,0.023987,0.32643099999999997,0.379565
-0.47201400000000004,0.225496,0.08655399999999999,0.018007,0.289389,-0.958726,-0.6073609999999999,0.108484,0.02352,0.106977,0.028946,0.679515,-0.47422600000000004,-0.11040599999999999,0.7658520000000001,0.9208860000000001,0.049851,0.5956140000000001,-0.500835,0.64507,0.337661,0.23533800000000002,-0.448075,0.194422,0.265901,-0.593192,-0.324577,0.764864,-0.711799,0.45158400000000004,0.196736
0.297896,-0.49115,0.172773,0.07743,-0.235886,0.214198,-0.37866500000000003,0.05196,-0.731162,0.164279,-0.637221,-1.4547729999999999,0.144544,-0.7357630000000001,-1.353301,-1.1119350000000001,1.031411,-0.0034770000000000005,-0.391901,-0.07473400000000001,-0.567154,-0.310864,0.23194,-0.03632,-0.351471,-0.106779,-1.308051,-0.206065,0.186662,0.977865,-0.070001
-0.042031,-0.229816,-0.7385520000000001,0.013977000000000002,0.126841,1.0368870000000001,-0.139573,0.9577389999999999,0.95216,-0.021196,0.23376999999999998,-0.044965,1.314915,1.064608,0.067339,0.101816,-0.13326500000000002,-0.442216,-0.5925729999999999,0.333073,0.005044,-0.11506,0.837558,-0.394486,-0.22135300000000002,0.714117,-1.355991,-0.725132,0.067162,0.37335,-0.044791000000000004
-0.096358,0.3662,-0.023913,-0.365732,0.042124,-0.102141,-0.007426,0.244984,-0.902148,-0.436199,0.705914,0.39965100000000003,-0.32501199999999997,-0.666802,-0.018351,-0.328678,-1.285167,-0.21866100000000002,-0.48753,-0.0854,0.8423209999999999,0.068262,-0.3587,-0.7124590000000001,0.128906,0.265129,-0.69926,-0.192081,-0.06832,0.31006300000000003,0.033158999999999994
-0.285986,-0.421129,0.408209,-0.13752799999999998,0.5110439999999999,-0.22669499999999998,-0.082562,-0.22039,0.437374,0.076488,-0.20656999999999998,0.02431,-0.289078,0.086769,-0.206139,0.050186,0.100513,0.412847,-0.45828599999999997,-0.010415,0.552334,0.21142600000000003,-1.494069,-0.13179000000000002,-0.298551,-1.1280860000000001,0.795643,-0.43938699999999997,-0.287964,0.457779,-0.213256
-0.835528,-0.218623,0.45548500000000003,0.329376,0.02171,-0.131775,0.106994,0.15611,0.3032,0.21950999999999998,-0.150264,-0.253846,0.073219,0.260409,0.016885,-0.014555000000000002,-0.090813,0.23862399999999998,-0.238171,0.696384,-0.487737,-0.191814,0.614078,-1.7736779999999999,0.439229,-0.125282,0.44328999999999996,0.019030000000000002,0.09828300000000001,-0.27218200000000004,-0.204767
0.13126300000000002,-0.5761689999999999,0.391807,0.344511,-1.6148360000000002,0.275473,-0.043498,0.054358000000000004,0.392912,0.24226599999999998,-0.14784,0.447346,0.17313699999999999,-0.228575,0.271221,0.414796,0.239748,0.798702,0.11975899999999999,-0.123615,-0.186937,-0.072625,-0.058363,-0.230431,-0.13817000000000002,-0.25924,0.332056,0.25276,0.239794,0.121117,-0.20490300000000003
-0.114883,0.14893,0.4355,-0.523258,0.517396,-0.318775,-0.016881999999999998,0.296406,0.154319,0.21228000000000002,0.021024,0.279835,-0.13170199999999999,-0.44620299999999996,1.097893,0.24313,0.225448,0.494949,-0.5524640000000001,1.113258,0.252544,0.813025,-0.145066,0.7017,0.229358,-0.23295,-0.35470799999999997,0.435026,-0.425912,1.730045,-0.091937
0.743016,-1.029356,0.318958,-0.07173099999999999,-0.36387600000000003,0.554975,0.215258,-0.565686,0.284989,0.450201,0.046310000000000004,-0.088226,-0.367615,-0.23872100000000002,0.235046,-0.18073,-1.016766,0.01835,-0.200094,-0.7032010000000001,0.036916000000000004,-0.413225,0.220394,0.348042,-0.5246310000000001,-0.306874,-0.134417,0.21010399999999999,-1.04568,0.077127,-0.208341
-0.38410500000000003,-0.526356,-0.49571899999999997,-1.534298,-0.019709,-0.337138,-0.974295,-0.9086620000000001,-0.097622,-0.049613,-0.7001149999999999,0.395194,-0.756448,-0.086015,0.700112,-0.552396,-0.769656,0.7088260000000001,-0.02854,0.00132,0.07206699999999999,0.086635,-0.06991,-0.016621,0.279873,-0.37551799999999996,0.306804,0.568,-0.974751,-0.971194,-0.350227
-0.049855000000000003,-0.275599,0.613012,-0.311761,-1.550416,0.152401,0.560117,0.172714,0.152659,-0.409389,-1.337041,0.136695,0.5860890000000001,0.8935879999999999,-0.325415,-0.467106,0.344605,0.058287,0.016535,-0.234145,-0.033692,-1.9521439999999999,0.476047,0.118422,0.150918,0.031989,0.390954,0.108846,-0.036048000000000004,2.307466,0.793044
-0.082727,1.463012,0.119332,0.445158,0.176478,0.162911,-0.50485,-0.370728,0.38361,-0.026364999999999996,0.10995899999999999,-0.299727,0.042012,0.409376,0.075324,-0.383403,-0.302615,0.204362,-1.5344,-0.24393299999999998,0.5370739999999999,-0.28899600000000003,0.124931,0.284246,-0.031800999999999996,-0.522948,-0.158328,0.192383,-0.161691,0.288669,0.218007
-0.032389999999999995,0.353259,0.837448,-0.17408800000000002,0.016507,-0.217156,-0.17268599999999998,0.5219229999999999,0.197062,0.306566,0.005082,0.198928,-0.24127600000000002,-0.056176,-1.6733169999999997,-0.18754300000000002,0.6492979999999999,0.325696,0.09349199999999999,-0.10241700000000001,-0.12831800000000002,-0.35329,-0.044939,-0.035769999999999996,0.27818899999999996,-0.08388999999999999,0.43691899999999995,0.092424,0.594213,-0.029592,0.855095
0.19356500000000001,0.365173,-0.239696,-0.23797100000000002,0.32927,0.014990999999999999,-0.8223879999999999,0.330913,-0.809085,-0.08336,-0.291969,0.16943699999999998,-0.30349699999999996,0.505501,1.5612840000000001,1.197508,-0.191439,-0.307429,0.143387,0.29481399999999996,-0.076967,0.20654899999999998,-0.319213,1.822497,0.10731900000000001,-0.8731629999999999,-0.7558590000000001,0.47431,-1.558959,0.0,0.0
-0.12063399999999999,-0.071925,0.20826999999999998,0.01167,-0.6030270000000001,0.128446,0.48451400000000006,0.333308,0.33205100000000004,-0.388993,-0.623019,-0.107858,-0.34971599999999997,-0.049019,-0.24083200000000002,0.003159,-0.099596,0.8573129999999999,-0.118647,-0.13933299999999998,0.565505,0.159565,0.11433299999999999,-0.817753,0.23349699999999998,1.0421200000000002,-0.06984800000000001,0.210483,0.106404,-0.07267699999999999,0.311992
-0.67607,-0.511749,0.076902,-0.752179,0.262856,-0.25159899999999996,-0.279411,0.476663,0.036321,-0.828059,-0.369516,-0.255193,0.42804,0.282987,-0.053233,0.031987,0.198793,-0.134746,0.338063,0.461589,0.436352,0.207504,-0.321152,-0.6216020000000001,-0.5226689999999999,0.604726,-0.134492,-0.271935,0.733211,-0.24546199999999999,0.18975
-0.303343,-0.37239099999999997,-0.025151,-0.496233,0.28763299999999997,-0.386885,0.23490500000000003,0.040076,-0.201192,-0.334972,-0.168264,-0.36451500000000003,0.774163,0.009556,-0.013374,0.038715,0.21748800000000001,0.053405999999999995,0.274556,0.078394,0.199184,0.286986,-0.557855,-0.743196,-0.25150500000000003,0.154304,-0.475584,0.32668600000000003,0.074882,0.47751400000000005,0.9378059999999999
-0.106021,0.116672,-0.712194,-0.018618,-0.22610300000000003,0.07954,-0.528828,-0.526205,-0.516804,-0.482009,0.12426300000000001,0.036568,0.059766999999999994,-0.022934,-0.10670199999999999,0.015522999999999999,-0.053572,-0.150085,0.124455,-0.667014,-0.019497,-0.5509270000000001,0.088849,-0.300135,-0.690787,0.280469,-0.021374,-0.268198,-0.09679600000000001,-0.037693,0.176445
0.248516,0.03754,-0.577857,-0.130925,0.028707999999999997,-0.25464699999999996,0.221308,0.019025,-0.21727399999999997,0.047474,-0.025929,-0.253023,-2.5785270000000002,0.118504,0.374823,0.014875,-0.137379,-0.336475,-0.008742,-0.05425700000000001,0.39016300000000004,-0.438801,-0.759131,-0.20897800000000002,0.287943,-0.061984000000000004,-0.566475,-0.741472,0.18101199999999998,0.330996,0.061142999999999996
0.201459,-0.13858800000000002,-0.135485,-0.12651800000000002,-0.308757,-1.017072,0.568286,-1.448007,0.455693,0.033235,-0.785551,-0.199323,-0.404546,1.194743,-0.287933,0.09779299999999999,-0.30648800000000004,-0.354531,-0.04295,-0.513971,-0.5540970000000001,-0.191868,1.006459,0.286991,-0.360562,1.5096889999999998,-0.13194,-0.177398,0.9271870000000001,0.037887,0.012373
0.182732,-1.0918780000000001,0.170002,1.357542,-0.19447799999999998,-0.463924,1.065732,0.006963,0.25659499999999996,1.7668220000000001,1.4616850000000001,-0.925198,0.20529299999999998,0.35286100000000004,-0.596383,-0.41725200000000007,-0.006567,-0.167202,-0.301588,-0.254118,-0.759315,-0.678473,0.308375,0.547004,-0.093124,0.083963,-0.563477,-0.910056,0.29515399999999997,0.386561,-0.8206829999999999
-0.288827,-0.191962,0.8544940000000001,-0.9789209999999999,-0.687811,-0.842461,-0.284393,-0.42446999999999996,0.24772800000000003,-0.170074,-0.20598400000000003,-0.8984409999999999,-0.16731,-0.0209,-0.349383,0.30285500000000004,-0.48041000000000006,0.020808,-0.009341,-0.003468,-0.31083099999999997,0.361917,-0.531255,-0.078548,0.08670499999999999,1.117535,-0.794794,-0.011861,-0.069569,0.0,0.0
-0.15517899999999998,0.006148,-0.004079,-0.171726,-0.193856,0.5924010000000001,-0.916696,-0.094947,0.739108,-0.137652,0.022877,-0.331278,0.11546,1.699009,-0.23015700000000003,0.225865,-1.3119450000000001,-0.44264499999999996,0.067001,-0.011129,1.984309,0.023849000000000002,0.033218,0.34074899999999997,0.120903,0.30629,0.295503,-0.012736,0.11546,0.64257,0.010306999999999998
-0.086869,-0.254197,1.095442,-0.102475,0.46424099999999996,-0.347287,-0.219946,0.122426,1.840989,0.615233,0.838168,-0.073104,-1.0064229999999998,-0.028096,-0.047297000000000006,0.337971,-0.210654,0.11931900000000001,-1.0851899999999999,0.570739,0.372676,0.534959,-0.770126,0.069852,0.34334699999999996,-1.137782,0.404545,-0.092701,-0.904242,-0.109275,0.219611
-0.11102200000000001,0.188149,0.399519,0.500736,-0.146177,0.226266,0.067299,-0.341346,-0.001213,0.16988,0.08651,-0.305775,-0.266382,0.12983499999999998,1.005407,-0.621003,-0.356054,0.14922,0.015513999999999998,-0.41048199999999996,0.1059,0.092872,0.09972400000000001,-0.731468,0.04333,0.36409400000000003,0.032356,-0.297377,0.429065,0.253693,0.110378
0.797233,-0.014388999999999999,0.098997,-0.5043310000000001,0.185675,0.6391600000000001,-0.3963,-0.523526,0.196922,0.181266,-0.05436799999999999,1.666459,0.05890599999999999,0.550825,-0.622027,-0.7334510000000001,-0.781321,-0.310329,0.070479,0.027489,-0.200904,-0.33474899999999996,0.137674,0.505847,-0.173341,0.44794399999999995,-0.819557,-0.701712,-0.42929799999999996,-0.559752,-0.042714
0.942575,0.21534299999999998,0.39934899999999995,-0.513944,0.489928,1.0125170000000001,-0.34633600000000003,-0.06260299999999999,-0.075974,-0.172523,0.27614099999999997,0.016524,0.50141,0.5449470000000001,0.094575,-0.39658699999999997,-0.254256,-0.611892,1.410519,-0.027875,0.186385,-0.416818,0.300635,0.185416,-0.453985,0.362768,-0.597887,-0.66774,0.618092,0.098884,-0.855342
-0.27139,0.120852,0.032376,-0.079751,0.184115,-0.050178,0.280329,-0.294116,0.9188860000000001,-0.281476,0.008009,0.045445,-0.432121,-0.503363,0.5190819999999999,-0.161357,-0.205905,0.07660499999999999,-0.08766499999999999,-0.100623,0.075916,-0.26874000000000003,-0.281876,0.27763499999999997,-0.088497,0.226039,0.287122,-0.380166,0.8066770000000001,0.164987,-0.126467
